Hodnosť matice B: 15
Determinant matice B: 1.132235e+72

Inverzná matica ku matice (B):
1.178377e-05	9.423631e-07	-9.698840e-07	1.747830e-06	-1.868951e-06	-1.768930e-06	9.253614e-07	6.796822e-07	1.620922e-07	2.851904e-07	1.741637e-06	-2.526446e-06	-1.177424e-06	-4.424501e-07	-1.661685e-06	
9.423631e-07	1.297026e-05	8.877140e-07	9.186363e-08	-2.892199e-06	2.637729e-06	-4.430741e-07	-3.833094e-06	3.274814e-06	1.424113e-06	-1.361176e-06	3.976165e-07	-2.029250e-06	-6.110321e-07	4.543506e-07	
-9.698840e-07	8.877140e-07	1.799436e-05	3.384733e-06	-1.316529e-06	1.398950e-06	1.724489e-06	-1.434176e-06	3.919816e-06	2.718874e-06	-7.408087e-06	2.013618e-06	6.741792e-06	9.171277e-07	-4.508221e-06	
1.747830e-06	9.186363e-08	3.384733e-06	2.699458e-05	-3.942929e-06	-1.332742e-05	6.687377e-06	-1.311471e-06	7.680671e-06	1.258892e-06	-5.966766e-06	1.754962e-07	4.318443e-06	-1.843220e-06	-4.833907e-06	
-1.868951e-06	-2.892199e-06	-1.316529e-06	-3.942929e-06	3.400800e-05	8.642604e-06	-3.192231e-06	4.251115e-06	-1.003314e-05	3.433135e-06	5.260682e-06	9.996097e-06	5.848307e-07	7.299958e-06	1.677159e-06	
-1.768930e-06	2.637729e-06	1.398950e-06	-1.332742e-05	8.642604e-06	2.767082e-05	-5.469069e-06	1.687978e-06	1.855303e-06	8.367112e-07	4.435453e-07	4.767391e-06	1.944720e-06	-1.766153e-06	3.991835e-07	
9.253614e-07	-4.430741e-07	1.724489e-06	6.687377e-06	-3.192231e-06	-5.469069e-06	1.692358e-05	2.366981e-06	2.604433e-06	1.762002e-06	1.252450e-07	-1.313251e-06	1.874454e-06	2.051046e-06	-4.302731e-06	
6.796822e-07	-3.833094e-06	-1.434176e-06	-1.311471e-06	4.251115e-06	1.687978e-06	2.366981e-06	1.994394e-05	2.209978e-06	-3.841132e-07	4.473712e-06	-2.399993e-06	5.524950e-07	-4.869126e-06	2.275859e-06	
1.620922e-07	3.274814e-06	3.919816e-06	7.680671e-06	-1.003314e-05	1.855303e-06	2.604433e-06	2.209978e-06	2.443929e-05	7.933931e-07	-5.451407e-06	-3.763057e-06	6.294890e-06	-1.399116e-05	1.105280e-06	
2.851904e-07	1.424113e-06	2.718874e-06	1.258892e-06	3.433135e-06	8.367112e-07	1.762002e-06	-3.841132e-07	7.933931e-07	1.564708e-05	-2.010281e-06	-5.760020e-07	4.687106e-06	1.721686e-07	3.883425e-06	
1.741637e-06	-1.361176e-06	-7.408087e-06	-5.966766e-06	5.260682e-06	4.435453e-07	1.252450e-07	4.473712e-06	-5.451407e-06	-2.010281e-06	1.553627e-05	-5.182693e-07	-3.389005e-06	1.206611e-06	2.555476e-06	
-2.526446e-06	3.976165e-07	2.013618e-06	1.754962e-07	9.996097e-06	4.767391e-06	-1.313251e-06	-2.399993e-06	-3.763057e-06	-5.760020e-07	-5.182693e-07	1.946976e-05	1.525147e-06	1.038184e-05	-2.848860e-06	
-1.177424e-06	-2.029250e-06	6.741792e-06	4.318443e-06	5.848307e-07	1.944720e-06	1.874454e-06	5.524950e-07	6.294890e-06	4.687106e-06	-3.389005e-06	1.525147e-06	2.226408e-05	-1.941539e-06	-2.037963e-06	
-4.424501e-07	-6.110321e-07	9.171277e-07	-1.843220e-06	7.299958e-06	-1.766153e-06	2.051046e-06	-4.869126e-06	-1.399116e-05	1.721686e-07	1.206611e-06	1.038184e-05	-1.941539e-06	2.682258e-05	-3.042170e-06	
-1.661685e-06	4.543506e-07	-4.508221e-06	-4.833907e-06	1.677159e-06	3.991835e-07	-4.302731e-06	2.275859e-06	1.105280e-06	3.883425e-06	2.555476e-06	-2.848860e-06	-2.037963e-06	-3.042170e-06	1.686019e-05	
